	AveExpr	Coef.BasalvsLP	Coef.BasalvsML	Coef.LPvsML	t.BasalvsLP	t.BasalvsML	t.LPvsML	P.value.BasalvsLP	P.value.BasalvsML	P.value.LPvsML	Results.BasalvsLP	Results.BasalvsML	Results.LPvsML	Genes.ENTREZID	Genes.SYMBOL	Genes.TXCHROM
104158	-2.29966679415327	-1.12921578273259	-0.554820346602001	0.574395436130592	-0.187204160307055	0	0	0.435102535457017	0.758024691882199	0.757283674201037	0	0	0	104158	Ces1d	chr8
14681	1.50271808146408	-1.1352037627317	-0.0421660033193998	1.0930377594123	-0.440170637960922	0	0.311013251771001	0.335536460511971	0.997172440110791	0.38174954481954	0	0	0	14681	Gnao1	chr8
23802	7.0396645690265	0.0171764947747253	-0.137215971833441	-0.154392466608166	0	0	0	0.999997972095776	0.999979098385416	0.999985779199608	0	0	0	23802	Amfr	chr8
68219	2.56301475936357	0.460250168835839	0.136739863529095	-0.323510305306744	0	0	0	0.991535353572253	0.999589707934669	0.997701956645036	0	0	0	68219	Nudt21	chr8
270086	5.31433354315371	-0.446224272181473	-0.362014078525412	0.0842101936560606	0	0	0	0.998416512490751	0.999350986441087	0.999972449840638	0	0	0	270086	Ogfod1	chr8
67378	3.99240995534136	-0.0785102658679513	-0.431000826977127	-0.352490561109176	0	0	0	0.999854335418649	0.996584470083203	0.998558077527791	0	0	0	67378	Bbs2	chr8
17750	10.2537627185535	0.382746893855423	0.960210307759217	0.577463413903795	0	0	0	0.995342032474417	0.583301528303769	0.983273297295313	0	0	0	17750	Mt2	chr8
17748	10.0973233872288	0.443103232714728	1.01502484767485	0.571921614960122	0	0.0783887635839742	0	0.990489818269588	0.469683827847911	0.981025818910863	0	0	0	17748	Mt1	chr8
71805	5.0562051600312	1.35119485529304	0.462994352028696	-0.888200503264343	2.16132735946825	0	0	0.0306139099870888	0.995948769245994	0.755128740169538	0	0	0	71805	Nup93	chr8
64209	6.21662910595296	-0.655154880198916	0.345324931617273	1.00047981181619	0	0	0.00221992845337195	0.914913773259479	0.98966933707941	0.49914605335213	0	0	0	64209	Herpud1	chr8
320377	-2.48439495859459	0.252489221532912	-0.982550940905484	-1.2350401624384	0	0	-0.465720719148631	0.92151255593619	0.515389890488428	0.327645807635496	0	0	0	320377	9330175E14Rik	chr8
434341	4.62993030956967	2.10312467204248	1.75008529544822	-0.353039376594263	1.88805008972328	1.33813547065447	0	0.0473818122548208	0.108581214899086	0.875756150369665	0	0	0	434341	Nlrc5	chr8
234577	1.87251606578353	3.4501630677332	3.73171262044997	0.281549552716769	8.01912257687824	9.20017006187874	0	1.6886318619996e-05	5.97580261069919e-06	0.971492903333287	1	1	0	234577	Cpne2	chr8
102122	4.76294763123851	-0.0182769106981224	-0.358232983415406	-0.339956072717284	0	0	0	0.999960941379842	0.997804817586356	0.998464594200183	0	0	0	102122	Psme3ip1	chr8
67610	4.9205857087161	0.187619549385985	0.255728264891193	0.0681087155052076	0	0	0	0.999167524294751	0.998591661706471	0.99982485029385	0	0	0	67610	Rspry1	chr8
107566	5.34747072609958	0.179666528358388	-0.361272478978349	-0.540939007336737	0	0	0	0.999865987835751	0.999338735140851	0.996385886584212	0	0	0	107566	Arl2bp	chr8
67801	0.800201631867886	-1.59410609397713	-3.82370160517817	-2.22959551120104	-1.5875391775355	-8.19635880949639	-4.11578747394773	0.0747699758381118	1.44139125329621e-05	0.00153327707912049	0	-1	0	67801	Pllp	chr8
20299	-2.31862716810501	0.361681443987151	0.0576239865590229	-0.304057457428128	0	0	0	0.856143902173578	0.979027770510331	0.885355482103544	0	0	0	20299	Ccl22	chr8
20312	8.19978015580528	-0.623359096071999	0.354410767849279	0.977769863921278	0	0	0	0.941834684883677	0.992236036244454	0.543469381840093	0	0	0	20312	Cx3cl1	chr8
20295	-1.07201931744664	-1.5251610668773	-0.686645609819007	0.838515457058292	-1.10035419173447	0	0	0.151250028160284	0.734277142409943	0.639329186961873	0	0	0	20295	Ccl17	chr8
109006	4.27220068106394	0.0487872018841982	-0.0839712478428725	-0.132758449727071	0	0	0	0.999960710929132	0.999937962056031	0.99990431570183	0	0	0	109006	Ciapin1	chr8
67914	4.54483124061579	-0.24802260014433	-0.768652212504655	-0.520629612360326	0	0	0	0.999382877393723	0.915174851695513	0.994439689334218	0	0	0	67914	Coq9	chr8
20021	3.44756754750847	0.229963869366805	0.0672797433226333	-0.162684126044172	0	0	0	0.999528300415835	0.999931127014406	0.999791488841085	0	0	0	20021	Polr2c	chr8
114255	3.8521487887606	0.146607927148757	-0.383451946540063	-0.53005987368882	0	0	0	0.999861038919432	0.999018216332874	0.995619093157725	0	0	0	114255	Dok4	chr8
234582	2.90342913339669	1.44389595188888	1.10309760049492	-0.340798351393963	2.50961683534011	0.613052648366695	0	0.0176046165779851	0.278078052751285	0.997218803538798	0	0	0	234582	Ccdc102a	chr8
14766	7.25859200256769	2.58628799629945	2.219291358402	-0.36699663789745	12.5465984968257	9.65562816145817	0	5.18985294186232e-07	4.06743895903543e-06	0.999763323810917	1	1	0	14766	Adgrg1	chr8
54672	3.01401259768737	-0.0105906261793116	0.142327304754722	0.152917930934033	0	0	0	0.999936535217284	0.999065438029713	0.999043489375526	0	0	0	54672	Adgrg3	chr8
330830	-3.37371824350663	2.27208089505065	2.79888636419036	0.526805469139705	2.02933084394983	2.79917532184017	0	0.0380630646119874	0.0112812891428184	0.774793416013311	0	1	0	330830	Drc7	chr8
74187	3.88783844117086	0.644375732767645	-0.152840529678071	-0.797216262445716	0	0	0	0.954252788489098	0.999490824783922	0.856160568473949	0	0	0	74187	Katnb1	chr8
16582	5.92662165587074	-0.440607525638823	0.181022270524672	0.621629796163495	0	0	0	0.993515583200855	0.999275990435763	0.974044859925487	0	0	0	16582	Kifc3	chr8
333329	1.33099237010303	-2.30515271642539	-0.81810101702332	1.48705169940207	-3.80579028292955	0	1.53706471216485	0.00239939915525465	0.68600843597185	0.0806350755520823	-1	0	0	333329	Cngb1	chr8
79233	4.61548079532996	-0.150862809355272	-0.459646025766387	-0.308783216411115	0	0	0	0.99992819740736	0.998652989079545	0.99977469064069	0	0	0	79233	Zfp319	chr8
101985	4.69867090058611	-0.485452960986573	-0.6759248680453	-0.190471907058727	0	0	0	0.998592114544919	0.986346664131279	0.999957454000662	0	0	0	101985	Usb1	chr8
17388	7.04433097901914	-3.47700010201704	-3.92046827338248	-0.443468171365437	-13.2170518495527	-15.4458526219913	0	3.44616321415348e-07	9.87357750370136e-08	0.993768944463631	-1	-1	0	17388	Mmp15	chr8
14894	5.31326145089856	-0.162881451767885	-0.324882035903652	-0.162000584135767	0	0	0	0.999842696287354	0.99933517985698	0.999897924568008	0	0	0	14894	Cfap20	chr8
13000	5.8045033653075	-0.214391916894291	-0.22001147166845	-0.00561955477415932	0	0	0	0.999961009019505	0.999959928606077	0.999999643437919	0	0	0	13000	Csnk2a2	chr8
244608	-1.40983935956634	-1.61368909566849	-4.10971751681539	-2.4960284211469	-1.0386173858501	-5.73890821267919	-3.13363432128931	0.165045416902283	0.000189725609252843	0.00663276883126919	0	-1	0	244608	Ccdc113	chr8
78833	0.863132014029659	0.896044225048581	0.76621145085272	-0.129832774195861	0	0	0	0.661341190471649	0.827727899522532	0.997431167240978	0	0	0	78833	Gins3	chr8
234593	1.70658084141455	3.2262241042997	3.36025955365568	0.134035449355973	10.0532831494454	10.9865912837796	0	2.99029080434849e-06	1.49474150784292e-06	0.997448616027288	1	1	0	234593	Ndrg4	chr8
66083	3.53832755492674	-0.079825846303542	-0.0505403093307608	0.0292855369727811	0	0	0	0.999944624066232	0.999970359862546	0.999985100523387	0	0	0	66083	Setd6	chr8
234594	8.09750218963456	-0.390329558431653	-0.217236588976463	0.17309296945519	0	0	0	0.999638903309808	0.999936640855178	0.999976946111151	0	0	0	234594	Cnot1	chr8
319960	-0.259519298247232	1.04116682144299	0.633033881230863	-0.408132940212124	0.135246205188598	0	0	0.447871325826058	0.881414651300403	0.957294583712754	0	0	0	319960	4930513N10Rik	chr8
100041953	5.34924786862203	0.459530968476702	0.35562369471535	-0.103907273761353	0	0	0	0.996084835619694	0.998619438917278	0.99990161788223	0	0	0	100041953	Sap18b	chr14
234595	3.72565734754616	0.175710775411546	-0.136950913421437	-0.312661688832983	0	0	0	0.999127601069231	0.999506235060938	0.997843279795988	0	0	0	234595	Slc38a7	chr8
14719	6.37463362905022	0.688095346015947	0.56404343702878	-0.124051908987167	0	0	0	0.979964709581287	0.99559908279718	0.999972298020356	0	0	0	14719	Got2	chr8
100042069	6.95607685008381	-0.058974338559505	0.0029430990131365	0.0619174375726415	0	0	0	0.999818852727982	0.999991200142647	0.999881977008947	0	0	0	100042069	Impdh2-ps	NA
100504084	0.310629175417754	0.209083767991069	0.571608736467789	0.36252496847672	0	0	0	0.989890814294713	0.91503574900364	0.973344734852588	0	0	0	100504084	NA	NA
12552	1.61995626671089	1.47844154997917	2.96490764436008	1.48646609438091	0.81725324772071	3.16329843957751	0.755856118223115	0.219528031601056	0.00639241768862258	0.237453504462038	0	1	0	12552	Cdh11	chr8
12562	2.54588906986166	2.26754360480201	1.66716376933493	-0.600379835467078	1.92608976319298	1.07678913374289	0	0.0448365315612741	0.157011700821576	0.737730134203554	0	0	0	12562	Cdh5	chr8
57813	3.62293283012407	-1.31443981011511	-1.9825255688663	-0.668085758751184	-1.43380503633947	-4.63482950318984	0	0.0939845951798466	0.000747549563747444	0.939458913941826	0	-1	0	57813	Tk2	chr8
75458	2.22242878489212	-0.377616195220774	-0.423347337220275	-0.0457311419995006	0	0	0	0.996292295064291	0.995099499716948	0.999905079582816	0	0	0	75458	Cklf	chr8
320206	1.53031079127541	-1.59728381241666	-1.16654955703598	0.430734255380678	-1.94402311499899	-0.541268263344426	0	0.0431360853338271	0.301268672233548	0.964124192962994	0	0	0	320206	NA	NA
68119	4.38598015042801	0.416494305921416	1.23599483686841	0.819500530946994	0	1.22237923026101	0	0.993244596886558	0.127460418533576	0.817276090281151	0	0	0	68119	Cmtm3	chr8
97487	6.51188639872618	-0.913727550267983	-1.16647626684807	-0.252748716580086	0	-1.22508547633411	0	0.729107282837912	0.126974891566765	0.999849874202693	0	0	0	97487	Cmtm4	chr8
234663	6.66081802408129	0.0221092344112321	0.222898118370625	0.200788883959393	0	0	0	0.999998164228353	0.999965350705844	0.999983758097282	0	0	0	234663	Dync1li2	chr8
320022	0.30009020183116	-0.996027629267515	-0.535393754907446	0.460633874360069	0	0	0	0.50555527135788	0.932945506081307	0.964032313121704	0	0	0	320022	Terb1	chr8
234664	5.04869963545144	-0.0998948704267582	0.0605361441891032	0.160431014615861	0	0	0	0.999926990177593	0.999960253957477	0.999899933975252	0	0	0	234664	Nae1	chr8
12354	-1.08108788926807	0.25990521486447	-0.344191301903822	-0.604096516768292	0	0	0	0.955718675083894	0.942474245948501	0.836685028720398	0	0	0	12354	Car7	chr8
628007	-0.232875144612754	-0.546079088931924	-0.414229234652996	0.131849854278928	0	0	0	0.933704370594988	0.970285457385788	0.996347061953321	0	0	0	628007	NA	NA
382051	2.18788075653395	0.719873509157269	0.281135635132706	-0.438737874024563	0	0	0	0.814520240598105	0.984855748232896	0.956455994470906	0	0	0	382051	Pdp2	chr8
56437	3.64982366596324	0.815920128662193	0.117571156039275	-0.698348972622918	0	0	0	0.824251037858387	0.99964117571398	0.934051497902811	0	0	0	56437	Rrad	chr8
68523	4.33296288312012	0.318052122228594	-0.129797284869598	-0.447849407098192	0	0	0	0.999595364017936	0.999947620551523	0.998869716036929	0	0	0	68523	Ciao2b	chr8
234673	-2.30788903560616	3.81200024981454	5.28310508739364	1.4711048375791	4.50424485165197	6.22175588848975	0.637528209741264	0.000914349288395448	0.000111968281838167	0.275202785303508	1	1	0	234673	Ces2e	chr8
72361	-0.0687613797297074	-0.332148568574084	0.967399799896626	1.29954836847071	0	0	0.488696885409343	0.878600369204492	0.526714565346365	0.321405347655663	0	0	0	72361	Ces2g	chr8
12400	6.42418762220564	0.472049541204927	0.134886650031972	-0.337162891172955	0	0	0	0.995002807801352	0.999775108754803	0.999061359683182	0	0	0	12400	Cbfb	chr8
234678	4.48026959891964	-0.28550704977958	-0.717809861096604	-0.432302811317023	0	0	0	0.999669872808837	0.967996955900315	0.99904591178586	0	0	0	234678	Phaf1	chr8
97440	-0.0259561489194507	1.36861043028676	2.07134973695236	0.702739306665603	0.951141088275788	2.72405161554847	0	0.184233767876034	0.0125517635823143	0.75588520939799	0	0	0	97440	B3gnt9	chr8
71609	3.16977496428373	-0.373047130240176	-0.865921557056029	-0.492874426815853	0	0	0	0.991969465486449	0.739295908333313	0.985075013400642	0	0	0	71609	Tradd	chr8
50788	1.34093445904071	-0.642555747546981	-1.62552795356627	-0.98297220601929	0	-1.65324931684908	0	0.801921843996759	0.0676811009579236	0.518560769829623	0	0	0	50788	Fbxl8	chr8
26386	-0.0441998187804611	1.06308613709613	0.372325763416951	-0.69076037367918	0.222145572732053	0	0	0.414801690883904	0.978574444677937	0.850430569845584	0	0	0	26386	Hsf4	chr8
78688	0.805410961844045	-1.66166416883569	-3.30543142970237	-1.64376726086668	-2.30220215759693	-8.58601659032411	-2.75176406229406	0.0244858263985486	1.0069270876122e-05	0.0119958525436719	0	-1	0	78688	Nol3	chr8
74356	2.18672129437212	-1.48098395575268	-1.5920785857942	-0.111094630041525	-2.37877168832075	-2.98548997144985	0	0.0216752881940402	0.00830958236845057	0.999606060346898	0	-1	0	74356	Matcap1	chr8
277978	-1.17610645378825	0.625860870275346	0.186570757902421	-0.439290112372925	0	0	0	0.791301611259912	0.965968019977111	0.88967843468935	0	0	0	277978	Exoc3l	chr8
100504307	-2.40560391043527	0.425094353829669	0.817819614053805	0.392725260224136	0	0	0	0.837793360504426	0.623649025282849	0.852763772443602	0	0	0	100504307	Gm20163	NA
104394	5.46631048527489	0.0263103755868386	0.102554591359636	0.0762442157727978	0	0	0	0.999946448898302	0.999776787236724	0.999884771569814	0	0	0	104394	E2f4	chr8
234683	5.45299360701068	-1.51519382262336	-1.54922630412463	-0.0340324815012725	-3.53200950751541	-3.77576463628413	0	0.00359491692813997	0.00250313664281802	0.999985475331923	-1	-1	0	234683	Elmo3	chr8
234684	0.20075526227519	-1.27171739305019	-1.56880196769273	-0.297084574642539	-0.883507665717535	-1.9028593473815	0	0.200862610125603	0.0460043703925942	0.98484205544564	0	0	0	234684	Fbxl9	chr8
66320	4.63723256307893	-0.397828055934451	-0.778735393167613	-0.380907337233162	0	0	0	0.99934071606437	0.943907827457612	0.999639195524698	0	0	0	66320	Tmem208	chr8
234686	4.99504701776975	-2.73135987415582	-2.52618816444135	0.205171709714463	-6.56702299531398	-5.79589526781628	0	7.23431235620691e-05	0.000173080674478149	0.996433805181706	-1	-1	0	234686	Fhod1	chr8
277973	3.43520093313614	-2.11386140531471	-2.36044959959268	-0.246588194277967	-4.0440216601837	-5.0330054280664	0	0.00169776358266048	0.000443212486741703	0.994553455661041	-1	-1	0	277973	Slc9a5	chr8
102075	0.435890913845609	-2.20314004622337	-2.41281715337433	-0.209677107150958	-2.77121816199942	-3.33517898132428	0	0.0116630517524901	0.0048584090706663	0.973828036329916	0	-1	0	102075	Plekhg4	chr8
279499	-2.71501453838405	-4.40653827128431	-5.26730753905821	-0.860769267773897	-4.1581037979794	-5.3465361811246	0	0.00151209711613985	0.000317366694222842	0.594025750157009	-1	-1	0	279499	Kctd19	chr8
270091	1.8914708763855	-5.38521660628383	-3.29332515070883	2.09189145557501	-14.577537688508	-7.38700000249788	4.95992667143524	1.62740428619921e-07	3.10059078599979e-05	0.000486688167474088	-1	-1	1	270091	Lrrc36	chr8
67971	4.81017131820905	1.58911604009494	0.244666580533798	-1.34444945956114	2.50081976156648	0	-1.52749583789835	0.0178536436584669	0.996096516564586	0.0817811128068262	0	0	0	67971	Tppp3	chr8
70796	4.93291229510593	-0.125267371646676	-0.799644591710207	-0.674377220063531	0	0	0	0.999956965094517	0.929178620545624	0.987888505676248	0	0	0	70796	Zdhhc1	chr8
15484	-0.715111653672702	-1.74281326275621	-2.00691138262476	-0.264098119868547	-1.95380157829994	-2.69947614188073	0	0.0425053361201695	0.0130439346382258	0.975198295673706	0	0	0	15484	Hsd11b2	chr8
11972	5.98231194336983	-0.0881735987070442	-0.563046712696051	-0.474873113989007	0	0	0	0.999974646793837	0.996260709594496	0.999066792964992	0	0	0	11972	Atp6v0d1	chr8
667846	-0.10000918896015	0.609859295516522	0.449179038525858	-0.160680256990665	0	0	0	0.898121084575006	0.961415244304404	0.992802171418032	0	0	0	667846	NA	NA
75687	4.88333725991322	0.496032820619861	-0.156547318485083	-0.652580139104943	0	0	0	0.991914702143647	0.99968094762618	0.970085363177036	0	0	0	75687	Ripor1	chr8
546100	-0.0273543787638624	1.32559425858713	1.12382151633935	-0.20177274224778	0.955506341451829	0.377559468904511	0	0.183125985348569	0.357663307176835	0.979643112936696	0	0	0	546100	Gm5914	chr8
13018	6.34978426380994	0.318339414375753	0.152505174698647	-0.165834239677106	0	0	0	0.999655642140336	0.999930928442027	0.999950999489541	0	0	0	13018	Ctcf	chr8
234695	1.01276264714372	-1.08704979454292	-0.00268530673223233	1.08436448781069	-0.35803434571771	0	0.353252962527623	0.364606739891088	0.999937603890991	0.366331311141327	0	0	0	234695	Carmil2	chr8
497652	4.46460153240184	0.0165530797181956	0.141403187200997	0.124850107482802	0	0	0	0.999993911142774	0.99993757023911	0.999957639300204	0	0	0	497652	Acd	chr8
56513	1.36624244481252	0.15108584311987	-0.677274169998618	-0.828360013118488	0	0	0	0.995880077232275	0.893459401630034	0.751908972142364	0	0	0	56513	Pard6a	chr8
102124	2.00334225702006	1.56755896446803	0.916938797261408	-0.650620167206623	2.56269854212307	0	0	0.0161821499594559	0.652499448848326	0.923585416846643	0	0	0	102124	Enkd1	chr8
71046	-2.80932523965149	0.24263866529219	-0.144631124217999	-0.387269789510189	0	0	0	0.890785069487353	0.936481296353595	0.82576304577941	0	0	0	71046	4933405L10Rik	chr8
70575	3.6937305265795	-0.0918219369269089	-0.807435987895852	-0.715614050968943	0	0	0	0.999908696376195	0.894606798727917	0.962710734008081	0	0	0	70575	Gfod2	chr8
74334	5.93898674935068	-0.280200757672094	-0.595318227374292	-0.315117469702198	0	0	0	0.999930321125962	0.997278875872969	0.999938032284757	0	0	0	74334	Ranbp10	chr8
72236	-2.32280948100409	-0.0157054327333284	-0.188518080323497	-0.172812647590169	0	0	0	0.99657705815763	0.959044355684357	0.964248362143008	0	0	0	72236	Tsnaxip1	chr8
320394	3.83445137237963	-0.830926418076738	-0.557329880461848	0.273596537614891	0	0	0	0.761952226077001	0.957801755235398	0.995759797232545	0	0	0	320394	Cenpt	chr8
59016	3.83771350395662	-0.0122671251036794	-0.0905695477360466	-0.0783024226323672	0	0	0	0.999967936935028	0.999774607805473	0.999831736803362	0	0	0	59016	Thap11	chr8
68051	2.20605056457961	1.19178625478764	0.456188299638147	-0.73559795514949	0.767954331617782	0	0	0.231838452109429	0.977449050416779	0.843912850077922	0	0	0	68051	Nutf2	chr8
100504368	-2.22252938120509	0.750376554216784	1.12747094299084	0.377094388774055	0	0.221090986817027	0	0.668045357548893	0.418004839019249	0.862502240877077	0	0	0	100504368	NA	NA
234699	6.20503616845297	-0.0138069438305299	0.0554193308189337	0.0692262746494636	0	0	0	0.999997543897708	0.99998985038185	0.999992051510278	0	0	0	234699	Edc4	chr8
234700	-2.07758258564737	0.197736960056316	0.99249598471097	0.794759024654654	0	0	0	0.964611844313335	0.507498205492308	0.68048763993499	0	0	0	234700	Nrn1l	chr8
244631	4.71410350518751	-0.150203437334178	-0.828977517042914	-0.678774079708736	0	0	0	0.999089257889726	0.805388257343092	0.943472187224965	0	0	0	244631	Pskh1	chr8
109660	-1.30813557847397	0.811263106021511	0.652968543484231	-0.15829456253728	0	0	0	0.694970841001103	0.829262655412551	0.98341359372708	0	0	0	109660	Ctrl	chr8
19171	4.51446658556094	-0.79544880715473	-1.15022454140476	-0.35477573425003	0	-1.13936037331068	0	0.917276373250356	0.143078428353952	0.999638741856227	0	0	0	19171	Psmb10	chr8
16816	-1.06835156029575	4.30324256818565	3.79088324589176	-0.512359322293889	7.0879376273371	6.64265592996365	0	4.27538486589854e-05	6.75891219601004e-05	0.82974877865416	1	1	0	16816	Lcat	chr8
20498	3.50356114461649	4.51614307478919	4.05948725650053	-0.456655818288658	11.4957823515906	10.861135086892	0	1.06588153523786e-06	1.65304514134906e-06	0.938624122890272	1	1	0	20498	Slc12a4	chr8
71854	-3.79953654068282	-3.44094139529391	-5.94430187573221	-2.5033604804383	-4.86758818623687	-10.7038029116569	-3.72308561675567	0.000556612684444618	1.94288095492903e-06	0.00271418745909096	-1	-1	0	71854	Dpep3	chr8
319446	0.264985063248924	-3.89157034113969	-7.07854938160805	-3.18697904046836	-4.98623967827073	-10.9322181502303	-6.02212532336582	0.000481613904028307	1.70301326226972e-06	0.000133707835378246	-1	-1	-1	319446	Dpep2	chr8
71986	3.51242781417037	-0.70855003370053	-2.14672573087148	-1.43817569717095	0	-6.82144299931846	-2.74857778765362	0.928654853695694	5.49632182224825e-05	0.012055262241297	0	-1	0	71986	Ddx28	chr8
66369	3.26975966712606	-0.128107252719253	-2.16386841440856	-2.0357611616893	0	-4.90993709268705	-4.40519068287218	0.996187765142277	0.000519475466239103	0.00102199579244368	0	-1	-1	66369	Dus2	chr8
18021	6.28790619415802	-0.0527823086334163	-0.22561477741208	-0.172832468778664	0	0	0	0.999981680514188	0.999864933889729	0.99994877005581	0	0	0	18021	Nfatc3	chr8
77411	5.77985857425482	-1.34832363649429	-1.77387750628434	-0.425553869790054	-2.08997955592344	-4.6506634568114	0	0.0342726554507311	0.000731668417483057	0.9973148449551	0	-1	0	77411	Esrp2	chr8
69771	2.05061402756601	-1.00081972394099	-2.01885582351239	-1.01803609957139	-0.00377276935695143	-4.97911892688119	-0.0953328465687076	0.498545002312534	0.000474671562368149	0.463150386368163	0	-1	0	69771	1810019D21Rik	chr8
192654	1.81886409968203	0.212218555178344	0.159735624313776	-0.0524829308645673	0	0	0	0.990361176820323	0.994115803614209	0.99828895675328	0	0	0	192654	Pla2g15	chr8
330836	5.01331330930035	1.66644332349975	1.33293848782926	-0.333504835670484	3.78273619822024	1.94405865072854	0	0.00247772816905402	0.0431227049317987	0.99788458869262	1	0	0	330836	Slc7a6	chr8
66432	5.64993273720125	0.244370927379943	0.5315993396569	0.287228412276956	0	0	0	0.99985356028094	0.997066462665663	0.999846755359487	0	0	0	66432	Slc7a6os	chr8
214572	4.67436455514701	-0.0284990359707518	-0.318528161715703	-0.290029125744951	0	0	0	0.999971561251197	0.99921707236438	0.999516349235907	0	0	0	214572	Prmt7	chr8
58994	0.788191194937053	-0.858011304286045	0.627878521073798	1.48588982535984	0	0	1.49993814461325	0.665733439498758	0.847136208753545	0.0852367020561022	0	0	0	58994	Smpd3	chr8
22751	2.84003283458662	0.791457710923299	0.233903586054374	-0.557554124868925	0	0	0	0.852490137369529	0.998938948110546	0.979952444518665	0	0	0	22751	Zfp90	chr8
12560	3.72050758987422	6.70264212314486	7.02647670935929	0.323834586214429	12.5934352115823	13.7069441667012	0	5.47618633256052e-07	2.8028177874811e-07	0.911906958281784	1	1	0	12560	Cdh3	chr8
12550	9.52802686237602	-1.66580613836149	-1.62678864795108	0.0390174904104175	-3.34618881450639	-3.13662066208691	0	0.004761957065802	0.00656989948185875	0.999839277117953	-1	-1	0	12550	Cdh1	chr8
272538	3.8378226720137	0.145232460797788	0.254846568225378	0.10961410742759	0	0	0	0.999797433911818	0.999486326069932	0.99988227375015	0	0	0	272538	Tango6	chr8
15118	2.15442530764762	0.292253543570927	0.629250482059104	0.336996938488177	0	0	0	0.971196019270869	0.856977566088146	0.96363474860431	0	0	0	15118	Has3	chr8
214987	6.59291969883023	-0.123113424529466	-0.543716825786821	-0.420603401257355	0	0	0	0.999949089570454	0.996215088413698	0.999371936170578	0	0	0	214987	Chtf8	chr8
21771	6.0619189594276	0.242703569293775	0.439718877681157	0.197015308387382	0	0	0	0.999092600769778	0.994959347997913	0.999588985841553	0	0	0	21771	Utp4	chr8
20650	6.6917342083717	1.1628357379836	1.16019027194017	-0.00264546604343607	0.755955942263582	0.744597960401359	0	0.235226129454423	0.23846802099534	0.99998452402296	0	0	0	20650	Sntb2	chr8
116733	5.41721539003082	-0.414904791373965	-0.427084669782698	-0.0121798784087339	0	0	0	0.999059871686416	0.998968088466954	0.999997202981925	0	0	0	116733	Vps4a	chr8
68023	3.88708957529788	0.218061432284902	0.0495236034688142	-0.168537828816087	0	0	0	0.998858333039329	0.999854755624667	0.999399855291362	0	0	0	68023	Pdf	chr8
97484	4.22111825872746	-0.222623092009451	-0.690082554136715	-0.467459462127264	0	0	0	0.999811893149231	0.977138086208339	0.998541339196734	0	0	0	97484	Cog8	chr8
66164	5.16655803864846	1.02558802982278	1.03775890545264	0.0121708756298586	0.174331705350886	0.260029049588144	0	0.432877477866377	0.400567111116455	0.999992385465649	0	0	0	66164	Nip7	chr8
21750	4.46672899286133	-0.115851851154048	-0.0255514811714868	0.0903003699825611	0	0	0	0.999950208204633	0.999991175585237	0.999973065023528	0	0	0	21750	Terf2	chr8
667847	0.438352306138679	0.330237404008519	-0.0233090442735873	-0.353546448282106	0	0	0	0.993144126519032	0.99984445965389	0.992669016687584	0	0	0	667847	NA	NA
66427	5.99793727165211	0.493943959795113	0.203226643891123	-0.290717315903989	0	0	0	0.996050394814032	0.999765055789729	0.999641511832673	0	0	0	66427	Cyb5b	chr8
54446	8.65311656013692	-0.393303398154139	0.436796715805436	0.830100113959574	0	0	0	0.990877518575441	0.987570717618197	0.80143411753693	0	0	0	54446	Nfat5	chr8
18104	4.59011436353066	-1.89918426570438	0.0325849425528486	1.93176920825723	-4.32094906727734	0	4.604528135605	0.00114816066031149	0.999662770200819	0.000778630396985223	-1	0	1	18104	Nqo1	chr8
67619	5.3310574936961	0.56825995824468	0.863377469394799	0.29511751115012	0	0	0	0.985503174444152	0.78594848525715	0.999095262595044	0	0	0	67619	Nob1	chr8
66894	6.29962499685494	0.168887211538825	0.279415178727532	0.110527967188706	0	0	0	0.999681593885	0.999148549030906	0.999889181829462	0	0	0	66894	Wwp2	chr8
17463	6.47652559830843	0.507816816409621	0.282329127015437	-0.225487689394184	0	0	0	0.998770303484558	0.999897166723163	0.999964790564974	0	0	0	17463	Psmd7	chr8
11906	5.83401599906625	-1.10759910425315	-0.892018612100167	0.215580492152988	-0.751106207261911	0	0	0.236603979192568	0.764197471107393	0.999847239707097	0	0	0	11906	Zfhx3	chr8
384864	3.5745306513788	-0.0195166285605248	0.159495598091701	0.179012226652226	0	0	0	0.999988905700898	0.999886939482338	0.999876748665869	0	0	0	384864	Gm1943	chr8
64340	6.49746145090213	-0.300451820608763	-0.336734721193195	-0.0362829005844318	0	0	0	0.999870029088641	0.999810874571189	0.99999678361968	0	0	0	64340	Dhx38	chr8
234723	2.0332412188522	-0.531946521860821	-0.920710901472035	-0.388764379611214	0	0	0	0.957882270341056	0.630977217028914	0.988328991723241	0	0	0	234723	Txnl4b	chr8
15439	5.76579745594696	-6.38825889746616	-6.03404498814333	0.35421390932283	-22.9320995861853	-21.4291961040944	0	4.12674761892812e-09	7.13953814462114e-09	0.996790945090756	-1	-1	0	15439	Hp	chr8
56749	3.89375462951172	-0.510575621220837	-0.4454046126798	0.0651710085410366	0	0	0	0.963897567616143	0.977614347392282	0.999202143566448	0	0	0	56749	Dhodh	chr8
244646	2.36773376426381	-0.792111967420983	-0.113877286476751	0.678234680944232	0	0	0	0.818803032600619	0.998702085379753	0.92066234803734	0	0	0	244646	Pkd1l3	chr8
